field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,wc2.0_bio_
"1896","253714812010854","176860865010854",NA,"2010","12","2","133","1","1","1","131",11.9,"75","30","2","88","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.616112,-85.809973,19.23476
"1897","253714813010854","176860865010854",NA,"2010","12","2","133","1","2","1","131",11.9,"75","30","2","88","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.616112,-85.809973,19.23476
"1898","253714591010854","176860863010854",NA,"2010","12","2","133","9","1","1","121",10.2,"53","23","1","69","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823815,-85.581176,19.13166
"1899","253714592010854","176860863010854",NA,"2010","12","2","133","9","3","1","121",10.2,"53","23","1","69","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823815,-85.581176,19.13166
"1900","253714714010854","176860864010854",NA,"2010","12","2","133","14","1","1","111",7.2,"34","14","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.647579,-85.523823,19.17780
"1901","253715030010854","176860867010854",NA,"2010","12","2","133","32","1","1","107",6.9,"41","19","3","76","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166
"1902","253715031010854","176860867010854",NA,"2010","12","2","133","32","2","1","107",6.9,"41","19","3","76","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166
"1903","253715032010854","176860867010854",NA,"2010","12","2","133","32","3","1","107",6.9,"41","19","3","76","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.66899,-85.551626,19.13166
"1904","253714341010854","176860860010854",NA,"2010","12","2","133","40","1","1","107",6.5,"29","14","3","75","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.534577,-85.725387,19.23476
"1905","253715208010854","176860869010854",NA,"2010","12","2","133","74","2","1","131",15.8,"108","58","2","102","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.557955,-85.581453,19.17780
"1906","253690784010854","176859517010854",NA,"2010","12","3","9","17","1","1","111",8.2,"57","28","1","68","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.733792,-80.928087,21.65649
"1907","253693063010854","176859547010854",NA,"2010","12","3","9","173","1","1","111",13.7,"71","48","1","71","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.673068,-80.952114,21.65649
"1908","253702783010854","176859615010854",NA,"2010","12","3","17","25","1","1","121",12.8,"78","62","1","71","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.86276,-82.594095,21.37828
"1909","253703466010854","176859617010854",NA,"2010","12","3","17","36","1","1","121",6.6,"36","19","1","53","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.002274,-82.527684,21.10983
"1910","253703762010854","176859618010854",NA,"2010","12","3","17","45","1","1","121",12.2,"57","62","1","52","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.861653,-82.453735,21.34917
"1911","253704013010854","176859621010854",NA,"2010","12","3","17","46","1","1","131",16.3,"68","21","2","94","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.924773,-82.401624,21.34917
"1912","253703233010854","176859616010854",NA,"2010","12","3","17","47","1","1","111",9.6,"54","25","1","67","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.701707,-82.500143,21.47348
"1913","253704155010854","176859622010854",NA,"2010","12","3","17","51","3","1","107",12.5,"62","18","3","121","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.006058,-82.405589,21.17555
"1914","253690429010854","176859945010854",NA,"2010","12","3","49","28","1","1","111",13,"78","53","1","76","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.518811,-81.649679,22.41399
"1915","253690740010854","176859948010854",NA,"2010","12","3","49","70","1","1","111",8.4,"53","26","1","65","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.593113,-81.649248,22.41399
"1916","253693270010854","176859977010854",NA,"2010","12","3","53","2","1","1","131",12,"86","35","2","95","50","4","237","17.3","1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.515351,-82.432284,21.55081
"1917","253693771010854","176859981010854",NA,"2010","12","3","53","11","1","1","121",14.7,"64","52","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.611718,-82.264541,21.59473
"1918","253692740010854","176859973010854",NA,"2010","12","3","53","12","1","1","121",13.8,"60","42","1","60","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.553109,-82.576647,21.60257
"1919","253695164010854","176859997010854",NA,"2010","12","3","55","13","1","1","111",10.8,"51","38","1","55","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.181201,-81.278812,22.66707
"1920","253694999010854","176859996010854",NA,"2010","12","3","55","20","1","1","111",13.6,"59","47","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.12413,-81.399475,22.64181
"1921","253694433010854","176859990010854",NA,"2010","12","3","55","53","2","1","111",9,"45","18","1","67","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.203069,-81.499849,22.60215
"1922","253694220010854","176859986010854",NA,"2010","12","3","55","61","1","1","111",9.7,"42","21","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.520443,-81.528049,22.41399
"1923","253698108010854","176860021010854",NA,"2010","12","3","57","76","1","1","121",7.1,"37","33","1","41","50","3","51","12.8","1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.778166,-82.290622,22.40157
"1924","253691064010854","176860056010854",NA,"2010","12","3","61","11","1","1","111",10.5,"43","23","1","57","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.727747,-80.448391,22.71988
"1925","253690771010854","176860051010854",NA,"2010","12","3","61","28","1","1","121",14.4,"46","35","1","49","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.741565,-80.879596,22.33235
"1926","253691632010854","176860063010854",NA,"2010","12","3","61","40","1","1","111",13.2,"64","43","1","66","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.756279,-80.606558,22.54650
"1927","253700789010854","176860130010854",NA,"2010","12","3","69","34","1","1","111",15,"81","35","1","87","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.998172,-81.415158,21.36119
"1928","253701041010854","176860131010854",NA,"2010","12","3","69","49","2","1","107",14.8,"62","47","3","62","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.915601,-81.417392,21.36119
"1929","256109091010854","176860121010854",NA,"2010","12","3","69","52","1","1","111",14.5,"78","45","1","79","50",NA,NA,NA,"1",NA,"1",NA,2011-03-02,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.461063,-81.877803,21.51011
"1930","253699757010854","176860125010854",NA,"2010","12","3","69","69","1","1","107",13.3,"65","44","3","67","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.146585,-81.619357,21.11617
"1931","253700335010854","176860128010854",NA,"2010","12","3","69","74","1","1","111",9.6,"51","45","1","52","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.993845,-81.547683,21.43262
"1932","253693013010854","176860253010854",NA,"2010","12","3","81","8","1","1","121",15.8,"56","60","1","51","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.365559,-82.147462,22.52833
"1933","253692718010854","176860250010854",NA,"2010","12","3","81","28","1","1","121",12.3,"39","45","1","38","50","1","228","27.7","1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.450318,-82.113771,22.52833
"1934","253692881010854","176860251010854",NA,"2010","12","3","81","36","1","1","121",14.7,"56","55","1","52","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.520887,-82.111114,22.42425
"1935","253692067010854","176860244010854",NA,"2010","12","3","81","53","2","1","121",11.9,"56","59","1","51","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.517255,-82.385035,22.57236
"1936","253712460010854","176860439010854",NA,"2010","12","3","93","28","2","1","111",18.9,"63","75","1","56","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.288113,-80.924403,22.81103
"1937","253714637010854","176860466010854",NA,"2010","12","3","95","17","1","1","111",10.1,"55","36","1","60","50","1","242","23.9","1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.374532,-81.199847,22.05259
"1938","253713994010854","176860456010854",NA,"2010","12","3","95","27","2","1","128",11,"70","35","3","76","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.388152,-81.475328,22.30530
"1939","253714863010854","176860470010854",NA,"2010","12","3","95","46","1","1","111",10.2,"64","55","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.509253,-80.999068,21.79701
"1940","253714142010854","176860459010854",NA,"2010","12","3","95","58","1","1","131",16.5,"86","54","2","83","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.760266,-81.476568,21.67636
"1941","253715809010854","176860493010854",NA,"2010","12","3","97","13","1","1","121",10.1,"45","44","1","45","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.975033,-81.07311,22.23532
"1942","253715728010854","176860487010854",NA,"2010","12","3","97","38","2","1","111",9.2,"42","16","1","67","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0669,-81.183855,22.19616
"1943","253715927010854","176860505010854",NA,"2010","12","3","97","84","1","1","111",13.3,"81","45","1","82","50","1","22","7","1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.053167,-80.879899,22.08966
"1944","253690644010854","176860569010854",NA,"2010","12","3","101","10","1","1","111",17.1,"83","63","1","78","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.399633,-82.058074,21.56792
"1945","253691059010854","176860574010854",NA,"2010","12","3","101","102","1","1","111",15.1,"81","45","1","82","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.236702,-82.380349,21.98074
"1946","253695465010854","176860629010854",NA,"2010","12","3","105","19","1","1","111",14.3,"51","34","1","57","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.749648,-81.440885,22.34390
"1947","253695466010854","176860629010854",NA,"2010","12","3","105","19","2","1","111",14.3,"51","34","1","57","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.749648,-81.440885,22.34390
"1948","253693704010854","176860612010854",NA,"2010","12","3","105","25","1","1","111",31.9,"46","30","1","54","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.225528,-81.660558,22.05911
"1949","253692172010854","176860596010854",NA,"2010","12","3","105","26","2","1","111",12.3,"43","22","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.909069,-81.937339,22.29308
"1950","253694918010854","176860624010854",NA,"2010","12","3","105","35","2","1","121",11.8,"46","33","1","51","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.896356,-81.405517,22.30499
"1951","253695000010854","176860626010854",NA,"2010","12","3","105","65","1","1","121",13.9,"46","56","1","43","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.670665,-81.354235,22.34390
"1952","253694435010854","176860620010854",NA,"2010","12","3","105","88","2","1","121",10.7,"48","40","1","49","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.892512,-81.532145,22.37376
"1953","253695170010854","176860627010854",NA,"2010","12","3","105","123","1","1","121",10.4,"51","45","1","50","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.833683,-81.266161,22.34204
"1954","253704163010854","176860673010854",NA,"2010","12","3","111","12","1","1","111",20.5,"47","47","1","47","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.52596,-80.392425,22.84221
"1955","253704164010854","176860673010854",NA,"2010","12","3","111","12","2","1","111",20.5,"47","47","1","47","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.52596,-80.392425,22.84221
"1956","253710012010854","176860718010854",NA,"2010","12","3","115","14","1","1","111",11.5,"68","42","1","70","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126832,-82.093979,22.79486
"1957","253708794010854","176860709010854",NA,"2010","12","3","115","22","2","1","111",8.9,"58","31","1","66","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.306351,-82.333299,22.64789
"1958","253709410010854","176860713010854",NA,"2010","12","3","115","23","1","1","111",9.4,"47","19","1","67","50","1","20","14.4","1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126032,-82.256132,22.78577
"1959","253708602010854","176860707010854",NA,"2010","12","3","115","28","1","1","111",14.5,"55","60","1","51","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.132752,-82.38171,22.92118
"1960","253709210010854","176860711010854",NA,"2010","12","3","115","33","2","1","111",12.6,"46","31","1","54","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.976192,-82.269991,23.01373
"1961","253710520010854","176860723010854",NA,"2010","12","3","117","21","1","1","111",10.9,"40","18","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.761866,-81.338454,21.67636
"1962","253711462010854","176860737010854",NA,"2010","12","3","119","24","1","1","111",8.2,"37","15","1","63","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.511403,-82.001884,21.60067
"1963","253700901010854","176859603010854",NA,"2010","12","4","15","33","1","1","111",10.5,"45","44","1","46","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.812791,-81.65111,22.97189
"1964","253699534010854","176859596010854",NA,"2010","12","4","15","47","2","1","111",10.9,"68","40","1","71","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.992707,-82.168188,23.01373
"1965","253689689010854","176859679010854",NA,"2010","12","4","21","56","2","1","111",12,"41","27","1","51","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.098155,-81.343469,23.25868
"1966","253689333010854","176859675010854",NA,"2010","12","4","21","87","2","1","111",12.4,"51","51","1","50","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.02819,-81.248693,23.45864
"1967","253690425010854","176859690010854",NA,"2010","12","4","21","119","2","1","111",7.6,"32","14","1","58","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.328545,-81.533797,23.32886
"1968","253694521010854","176859737010854",NA,"2010","12","4","25","35","1","1","111",8.6,"56","30","1","65","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.382516,-80.768006,24.32199
"1969","253694269010854","176859730010854",NA,"2010","12","4","25","39","1","1","111",11,"65","60","1","61","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.386496,-80.631696,24.33811
"1970","253685172010854","176859886010854",NA,"2010","12","4","43","58","1","1","121",12.2,"54","50","1","52","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.837546,-81.493982,22.77631
"1971","253686661010854","176859906010854",NA,"2010","12","4","43","120","1","1","111",6.1,"38","14","1","66","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.973952,-81.432505,22.77631
"1972","253704385010854","176860155010854",NA,"2010","12","4","71","28","2","1","111",13,"50","25","1","63","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.653727,-81.587379,23.26539
"1973","253704158010854","176860153010854",NA,"2010","12","4","71","30","1","1","111",8.7,"56","41","1","58","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.342906,-81.669707,23.41388
"1974","253703765010854","176860150010854",NA,"2010","12","4","71","36","2","1","111",10.9,"55","37","1","59","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.525776,-81.714914,23.34355
"1975","253704014010854","176860152010854",NA,"2010","12","4","71","74","1","1","111",10.1,"42","16","1","67","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.577233,-81.733878,23.34355
"1976","253700862010854","176860307010854",NA,"2010","12","4","85","2","2","1","111",12.5,"43","35","1","48","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.010923,-80.13859,23.33304
"1977","253699569010854","176860298010854",NA,"2010","12","4","85","11","1","1","111",15.7,"56","34","1","62","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.127422,-80.546662,22.98119
"1978","253700379010854","176860304010854",NA,"2010","12","4","85","15","1","1","111",9.7,"59","35","1","65","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.959581,-80.185607,23.26740
"1979","253700008010854","176860300010854",NA,"2010","12","4","85","31","2","1","111",18,"54","60","1","50","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.175389,-80.388999,23.01599
"1980","256111667010854","176860536010854",NA,"2010","12","4","99","57","2","1","111",13.2,"68","43","1","70","50",NA,NA,NA,"1",NA,"1",NA,2011-03-02,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.816528,-80.206911,23.55168
"1981","253716131010854","176860544010854",NA,"2010","12","4","99","79","1","1","111",9.7,"31","20","1","47","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.862978,-80.226781,23.26740
"1982","253716153010854","176860546010854",NA,"2010","12","4","99","104","1","1","111",11,"49","23","1","64","50",NA,NA,NA,"1",NA,"1",NA,2011-02-14,"10854",NA,2017-03-08,"489998","9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.796301,-80.392806,23.30009
"1983","259810484010854","249673797010854",NA,"2011","12","1","1","8","2","1","111",7.2,"58","19","1","80","50",NA,NA,NA,"1",NA,"1",NA,2011-08-31,"20004",NA,2017-03-08,"489998","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.491855,-82.464596,20.79311
