field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,AVG_TEMP_bioclim,SOIL_MOIS,FIA_avg_soil_c,FIA_avg_soil_n,FIA_CN_RATIO,SOC_ORNL_kgperm2,N_ORNL_gperm2,Soilgrids_N_0-5,Soilgrids_N_5-15,Soilgrids_C_0-5,Soilgrids_C_5-15
1912,2.54E+14,1.77E+14,NA,2010,12,3,17,47,1,1,111,9.6,54,25,1,67,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.701707,-82.500143,21.47348,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1480,709,347,134
1913,2.54E+14,1.77E+14,NA,2010,12,3,17,51,3,1,107,12.5,62,18,3,121,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.006058,-82.405589,21.17555,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,2504,2151,503,192
1914,2.54E+14,1.77E+14,NA,2010,12,3,49,28,1,1,111,13,78,53,1,76,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.518811,-81.649679,22.41399,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1779,1692,604,482
1915,2.54E+14,1.77E+14,NA,2010,12,3,49,70,1,1,111,8.4,53,26,1,65,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.593113,-81.649248,22.41399,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1822,1765,547,305
1916,2.54E+14,1.77E+14,NA,2010,12,3,53,2,1,1,131,12,86,35,2,95,50,4,237,17.3,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.515351,-82.432284,21.55081,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1399,664,526,184
1917,2.54E+14,1.77E+14,NA,2010,12,3,53,11,1,1,121,14.7,64,52,1,61,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.611718,-82.264541,21.59473,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1876,1330,364,304
1918,2.54E+14,1.77E+14,NA,2010,12,3,53,12,1,1,121,13.8,60,42,1,60,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.553109,-82.576647,21.60257,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1715,1260,342,280
1919,2.54E+14,1.77E+14,NA,2010,12,3,55,13,1,1,111,10.8,51,38,1,55,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.181201,-81.278812,22.66707,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1518,1512,600,381
1920,2.54E+14,1.77E+14,NA,2010,12,3,55,20,1,1,111,13.6,59,47,1,59,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.12413,-81.399475,22.64181,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1517,1440,566,401
1921,2.54E+14,1.77E+14,NA,2010,12,3,55,53,2,1,111,9,45,18,1,67,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.203069,-81.499849,22.60215,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1442,1121,447,407
1922,2.54E+14,1.77E+14,NA,2010,12,3,55,61,1,1,111,9.7,42,21,1,59,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.520443,-81.528049,22.41399,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,,,,
1923,2.54E+14,1.77E+14,NA,2010,12,3,57,76,1,1,121,7.1,37,33,1,41,50,3,51,12.8,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.778166,-82.290622,22.40157,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1370,854,183,163
1924,2.54E+14,1.77E+14,NA,2010,12,3,61,11,1,1,111,10.5,43,23,1,57,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.727747,-80.448391,22.71988,0,NA,NA,#VALUE!,23.9673996,1898.18994,1172,1037,450,482
1925,2.54E+14,1.77E+14,NA,2010,12,3,61,28,1,1,121,14.4,46,35,1,49,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.741565,-80.879596,22.33235,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,803,536,618,249
1926,2.54E+14,1.77E+14,NA,2010,12,3,61,40,1,1,111,13.2,64,43,1,66,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.756279,-80.606558,22.5465,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,1188,987,458,520
1927,2.54E+14,1.77E+14,NA,2010,12,3,69,34,1,1,111,15,81,35,1,87,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.998172,-81.415158,21.36119,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,2095,1899,423,338
1928,2.54E+14,1.77E+14,NA,2010,12,3,69,49,2,1,107,14.8,62,47,3,62,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.915601,-81.417392,21.36119,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,2105,1838,477,290
1929,2.56E+14,1.77E+14,NA,2010,12,3,69,52,1,1,111,14.5,78,45,1,79,50,NA,NA,NA,1,NA,1,NA,3/2/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.461063,-81.877803,21.51011,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,2009,1606,388,203
1930,2.54E+14,1.77E+14,NA,2010,12,3,69,69,1,1,107,13.3,65,44,3,67,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.146585,-81.619357,21.11617,0,NA,NA,#VALUE!,8.796859741,558.97198,1669,1602,415,226
1931,2.54E+14,1.77E+14,NA,2010,12,3,69,74,1,1,111,9.6,51,45,1,52,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.993845,-81.547683,21.43262,262.886,NA,NA,#VALUE!,23.9673996,558.97198,1891,1433,330,213
1932,2.54E+14,1.77E+14,NA,2010,12,3,81,8,1,1,121,15.8,56,60,1,51,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.365559,-82.147462,22.52833,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1633,1359,538,591
1933,2.54E+14,1.77E+14,NA,2010,12,3,81,28,1,1,121,12.3,39,45,1,38,50,1,228,27.7,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.450318,-82.113771,22.52833,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1101,616,398,306
1934,2.54E+14,1.77E+14,NA,2010,12,3,81,36,1,1,121,14.7,56,55,1,52,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.520887,-82.111114,22.42425,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1291,861,340,332
1935,2.54E+14,1.77E+14,NA,2010,12,3,81,53,2,1,121,11.9,56,59,1,51,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.517255,-82.385035,22.57236,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1888,1617,538,401
1936,2.54E+14,1.77E+14,NA,2010,12,3,93,28,2,1,111,18.9,63,75,1,56,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.288113,-80.924403,22.81103,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1156,1115,692,484
1937,2.54E+14,1.77E+14,NA,2010,12,3,95,17,1,1,111,10.1,55,36,1,60,50,1,242,23.9,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.374532,-81.199847,22.05259,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,2381,2279,756,1117
1938,2.54E+14,1.77E+14,NA,2010,12,3,95,27,2,1,128,11,70,35,3,76,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.388152,-81.475328,22.3053,262.886,NA,NA,#VALUE!,8.796859741,558.97198,,,,
1939,2.54E+14,1.77E+14,NA,2010,12,3,95,46,1,1,111,10.2,64,55,1,61,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.509253,-80.999068,21.79701,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,2336,2037,847,503
1940,2.54E+14,1.77E+14,NA,2010,12,3,95,58,1,1,131,16.5,86,54,2,83,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.760266,-81.476568,21.67636,262.886,NA,NA,#VALUE!,8.796859741,558.97198,2203,2234,736,451
1941,2.54E+14,1.77E+14,NA,2010,12,3,97,13,1,1,121,10.1,45,44,1,45,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.975033,-81.07311,22.23532,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,814,712,638,534
1942,2.54E+14,1.77E+14,NA,2010,12,3,97,38,2,1,111,9.2,42,16,1,67,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0669,-81.183855,22.19616,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1525,1350,753,876
1943,2.54E+14,1.77E+14,NA,2010,12,3,97,84,1,1,111,13.3,81,45,1,82,50,1,22,7,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.053167,-80.879899,22.08966,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1397,1189,786,700
1944,2.54E+14,1.77E+14,NA,2010,12,3,101,10,1,1,111,17.1,83,63,1,78,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.399633,-82.058074,21.56792,262.886,NA,NA,#VALUE!,8.796859741,558.97198,2296,1975,618,231
1945,2.54E+14,1.77E+14,NA,2010,12,3,101,102,1,1,111,15.1,81,45,1,82,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.236702,-82.380349,21.98074,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,,,,
1946,2.54E+14,1.77E+14,NA,2010,12,3,105,19,1,1,111,14.3,51,34,1,57,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.749648,-81.440885,22.3439,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1921,1822,542,344
1947,2.54E+14,1.77E+14,NA,2010,12,3,105,19,2,1,111,14.3,51,34,1,57,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.749648,-81.440885,22.3439,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1921,1822,542,344
1948,2.54E+14,1.77E+14,NA,2010,12,3,105,25,1,1,111,31.9,46,30,1,54,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.225528,-81.660558,22.05911,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1140,640,460,377
1949,2.54E+14,1.77E+14,NA,2010,12,3,105,26,2,1,111,12.3,43,22,1,59,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.909069,-81.937339,22.29308,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1201,447,500,296
1950,2.54E+14,1.77E+14,NA,2010,12,3,105,35,2,1,121,11.8,46,33,1,51,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.896356,-81.405517,22.30499,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1771,1913,696,617
1951,2.54E+14,1.77E+14,NA,2010,12,3,105,65,1,1,121,13.9,46,56,1,43,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.670665,-81.354235,22.3439,321.773,NA,NA,#VALUE!,8.796859741,1898.18994,1626,1615,497,402
1952,2.54E+14,1.77E+14,NA,2010,12,3,105,88,2,1,121,10.7,48,40,1,49,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.892512,-81.532145,22.37376,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1221,439,221,216
1953,2.54E+14,1.77E+14,NA,2010,12,3,105,123,1,1,121,10.4,51,45,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.833683,-81.266161,22.34204,0,NA,NA,#VALUE!,23.9673996,0,1595,1431,479,317
1954,2.54E+14,1.77E+14,NA,2010,12,3,111,12,1,1,111,20.5,47,47,1,47,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.52596,-80.392425,22.84221,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,,,,
1955,2.54E+14,1.77E+14,NA,2010,12,3,111,12,2,1,111,20.5,47,47,1,47,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.52596,-80.392425,22.84221,256.447,NA,NA,#VALUE!,16.89570045,1509.02002,,,,
1956,2.54E+14,1.77E+14,NA,2010,12,3,115,14,1,1,111,11.5,68,42,1,70,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126832,-82.093979,22.79486,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1411,1268,581,420
1957,2.54E+14,1.77E+14,NA,2010,12,3,115,22,2,1,111,8.9,58,31,1,66,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.306351,-82.333299,22.64789,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1821,1525,470,401
1958,2.54E+14,1.77E+14,NA,2010,12,3,115,23,1,1,111,9.4,47,19,1,67,50,1,20,14.4,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.126032,-82.256132,22.78577,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1495,1200,686,353
1959,2.54E+14,1.77E+14,NA,2010,12,3,115,28,1,1,111,14.5,55,60,1,51,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.132752,-82.38171,22.92118,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1738,1591,611,481
1960,2.54E+14,1.77E+14,NA,2010,12,3,115,33,2,1,111,12.6,46,31,1,54,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.976192,-82.269991,23.01373,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1463,1278,546,462
1961,2.54E+14,1.77E+14,NA,2010,12,3,117,21,1,1,111,10.9,40,18,1,61,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.761866,-81.338454,21.67636,262.886,NA,NA,#VALUE!,8.796859741,558.97198,1290,930,427,255
1962,2.54E+14,1.77E+14,NA,2010,12,3,119,24,1,1,111,8.2,37,15,1,63,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.511403,-82.001884,21.60067,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1903,1661,461,206
1963,2.54E+14,1.77E+14,NA,2010,12,4,15,33,1,1,111,10.5,45,44,1,46,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.812791,-81.65111,22.97189,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1281,1061,542,638
1964,2.54E+14,1.77E+14,NA,2010,12,4,15,47,2,1,111,10.9,68,40,1,71,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.992707,-82.168188,23.01373,321.773,NA,NA,#VALUE!,0,1898.18994,1217,884,295,314
1965,2.54E+14,1.77E+14,NA,2010,12,4,21,56,2,1,111,12,41,27,1,51,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.098155,-81.343469,23.25868,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,970,679,671,572
1966,2.54E+14,1.77E+14,NA,2010,12,4,21,87,2,1,111,12.4,51,51,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.02819,-81.248693,23.45864,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1462,1118,1096,1079
1967,2.54E+14,1.77E+14,NA,2010,12,4,21,119,2,1,111,7.6,32,14,1,58,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.328545,-81.533797,23.32886,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,967,692,442,445
1968,2.54E+14,1.77E+14,NA,2010,12,4,25,35,1,1,111,8.6,56,30,1,65,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.382516,-80.768006,24.32199,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1320,944,960,795
1969,2.54E+14,1.77E+14,NA,2010,12,4,25,39,1,1,111,11,65,60,1,61,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.386496,-80.631696,24.33811,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1416,1175,1386,1345
1970,2.54E+14,1.77E+14,NA,2010,12,4,43,58,1,1,121,12.2,54,50,1,52,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.837546,-81.493982,22.77631,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1303,969,346,244
1971,2.54E+14,1.77E+14,NA,2010,12,4,43,120,1,1,111,6.1,38,14,1,66,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.973952,-81.432505,22.77631,321.773,NA,NA,#VALUE!,23.9673996,1898.18994,1376,1224,590,493
1972,2.54E+14,1.77E+14,NA,2010,12,4,71,28,2,1,111,13,50,25,1,63,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.653727,-81.587379,23.26539,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1026,696,263,176
1973,2.54E+14,1.77E+14,NA,2010,12,4,71,30,1,1,111,8.7,56,41,1,58,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.342906,-81.669707,23.41388,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1014,729,657,693
1974,2.54E+14,1.77E+14,NA,2010,12,4,71,36,2,1,111,10.9,55,37,1,59,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.525776,-81.714914,23.34355,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1017,809,308,471
1975,2.54E+14,1.77E+14,NA,2010,12,4,71,74,1,1,111,10.1,42,16,1,67,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.577233,-81.733878,23.34355,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1059,808,177,176
1976,2.54E+14,1.77E+14,NA,2010,12,4,85,2,2,1,111,12.5,43,35,1,48,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.010923,-80.13859,23.33304,321.773,NA,NA,#VALUE!,0,1898.18994,2016,1938,727,719
1977,2.54E+14,1.77E+14,NA,2010,12,4,85,11,1,1,111,15.7,56,34,1,62,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.127422,-80.546662,22.98119,277.112,NA,NA,#VALUE!,25.11639977,1898.18994,1511,1353,703,329
1978,2.54E+14,1.77E+14,NA,2010,12,4,85,15,1,1,111,9.7,59,35,1,65,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.959581,-80.185607,23.2674,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1991,1883,683,593
1979,2.54E+14,1.77E+14,NA,2010,12,4,85,31,2,1,111,18,54,60,1,50,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.175389,-80.388999,23.01599,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,1145,1003,498,334
1980,2.56E+14,1.77E+14,NA,2010,12,4,99,57,2,1,111,13.2,68,43,1,70,50,NA,NA,NA,1,NA,1,NA,3/2/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.816528,-80.206911,23.55168,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,2428,2325,799,952
1981,2.54E+14,1.77E+14,NA,2010,12,4,99,79,1,1,111,9.7,31,20,1,47,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.862978,-80.226781,23.2674,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,2250,2201,812,857
1982,2.54E+14,1.77E+14,NA,2010,12,4,99,104,1,1,111,11,49,23,1,64,50,NA,NA,NA,1,NA,1,NA,2/14/2011,10854,NA,3/8/2017,489998,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.796301,-80.392806,23.30009,277.112,NA,NA,#VALUE!,25.11639977,2422.83008,2311,2125,684,711
1983,2.60E+14,2.50E+14,NA,2011,12,1,1,8,2,1,111,7.2,58,19,1,80,50,NA,NA,NA,1,NA,1,NA,8/31/2011,20004,NA,3/8/2017,489998,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.491855,-82.464596,20.79311,267.05,NA,NA,#VALUE!,8.917019844,545.073,1794,1337,382,197
